0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"[-1.1092714226692222, 0.7371631843331811, 0.027056730947200184, 0.6990421301188268, -0.9885631300640515, 0.18615997488713593, -0.04756531861873234, -1.2157943256803594, -1.1386700572319641, -0.055199322697617716, 1.137303489568003, 0.3210273082220623, 0.4298642539133263, 1.0955553037211323, 0.3734402963960735, -0.40878902406755396, 1.3938491455094455, 0.9230778911689448, 0.634272751909888, -0.6382826473193337, 0.8854647092422722, -1.0696146869789973, -0.4774191984286123, 1.0473146341269102, 0.01812382982828445]","[0.1428716277552932, -1.9092041848200973, -1.048875431568231, -0.6418025700504468, -0.9982320454454693, -0.5873332760251535, 0.7729304893307982, 1.1710288559852617, -0.8341704139518344, 0.09405193426003235, 2.0503456931689694, -1.1480820951006074, -0.4090405826692217, -0.26999421425469555, 1.1506452109844558, -0.006295261562123139, 2.1781176099991493, -1.8011971721211701, 0.5911488480586452, 1.4131654415355617, -0.012632444419763066, 0.1531614469795606, 2.227309470777166, 0.9616593311631113, -1.117642351841951]","[0.6808656939486734, 0.17600107521119993, 0.4537520558791483, 1.260031036468179, 0.014107509884446357, 0.4078196569122704, 1.193675706559008, 1.1704718108363452, -0.4944923495202745, -0.8426135938195594, 1.1381565235012143, -0.6950772195658617, 2.227332096770709, 0.0721504064490557, 0.542046959854316, 1.7690670879227184, 2.0346722125879366, 0.890986899559916, -1.05708085530862, -0.1074407179021151, 0.5150797255422678, 0.45887056227234285, -1.168443869805759, -1.9305862903751516, -0.3037476782710531]","[0.21973447330215393, -0.36267301215970643, 1.1370591995081876, -0.5818831201989046, -1.9457852860741296, 0.28056470439392905, 0.7436735612652945, -1.5239737282346317, -0.15525015121265098, 0.03787271603526393, -0.7857607204723162, -0.001547303630374674, 0.6179518792211761, -1.7430066359856067, -1.038812210655852, -0.03253531277848703, 0.2542707860382948, 0.18049806035636778, -0.24612109490505196, -0.22474868996127112, 1.85903100174381, -1.013589601325678, 0.5311663501153848, -0.08432551447686068, -0.5526197017205065]","[1.4202527624685812, 1.0675032940804245, -0.14082818575928407, -1.9011135522387401, 0.021321010894963424, -0.35151283149533, 0.8139483977621529, -0.8459605654256015, 0.19985604855651606, -0.20003199353459325, 1.147497158448717, -0.4682181224390612, -0.7566936087177194, -0.30931760320543294, 0.48537932092195263, 0.2502026455844476, -0.10451915325969688, -1.0960346980912714, 2.3887881157859265, -1.4460134650237133, 1.1467346378632313, 1.5469387894679316, -0.28890711837149297, -1.6155717437171524, -0.7434850548427944]","[1.01395813502888, 1.2744399890606664, -0.13715324388856612, 0.191956360043116, 2.265586085145171, -2.443618278290183, 0.07746085531160332, 0.529678367568299, -0.2858787268377348, -1.8983834244531241, -1.4819279911220022, -0.4999822401582809, 0.29627674740502674, 2.009224421290021, 0.45972949531603097, 1.2431455246918073, 1.2505605956236197, 0.0722464406238538, 0.43334046071809507, -0.14696780365708384, -1.503290218194864, 1.305868625072193, 0.1433569908413529, 0.2937745489536295, -0.5359579509862199]","[-0.3127398881026625, -0.9188267253674494, -0.7233339466933458, 1.6418125289700873, 0.4627125954642933, -0.7506802023996323, -0.45383445226773733, -1.5523225190447683, -0.5941736881713908, -1.0145656114496093, 1.4254217816827308, -0.8569575924201605, 0.795993588304828, -0.6716452668548724, -1.3460616051630447, -1.4942373674626621, -0.27034438485491064, -0.24907110266927782, 0.6032319908551715, -0.49615937640564334, -1.3714820096995468, 0.031048777285322127, -0.663630680847289, 0.5461626564391857, -0.3848859883997247]","[-1.026855117839297, -1.5983785724671633, 0.7399045903331982, 0.12149683108276062, -0.013200042709336906, 1.3807925472583646, -1.5919163338136202, 1.092959851346133, -1.5151504408312444, -0.2861541125612203, -0.25370700853553857, 1.4656054795212086, -0.39277794363254426, -0.2578665910675486, 0.14290730509217572, 0.2293279205370481, 0.80681049658011, 0.22849881718514303, 1.4505183947683717, -0.47449301419740625, 0.9915892174829894, -0.7284807592060157, 0.2404785809233471, 1.4389535455253812, -0.17894710752674436]","[-0.5782742735375148, -0.10642923624614936, -0.07055216122872528, 0.271163957561449, 1.8460034170053126, 0.4297768629405295, -1.676261688901666, -0.021139062309677093, -0.3920000699833876, 0.22721146507744544, 1.1537110527958532, -0.6034001731643173, 0.552329650293249, -1.6546516699960976, -0.8542006031779295, 0.5891593943229255, 1.7275789558908767, 1.4330381553795675, 1.1105519498817609, -0.9653880069433469, 1.5200242908524235, -1.0532544308947558, -0.46008246201291486, -0.3225780304151737, 0.2799672232393088]","[-0.4379234396987829, 2.1755143159158394, -0.22213167823971758, 1.6669090772603388, 0.5528896414656153, 0.5235838311130054, -1.4132481652350373, 0.5308487654273281, -0.7194566422519922, -1.3259763570424403, 0.06334133276173932, -0.18783468324899544, -0.40613171369878603, 1.372922871576064, 0.7506076647059116, -0.024363789232486128, -1.3027146750612115, -0.46715402457695204, -0.5629562269547242, 0.21540521953921674, 1.5689210275276717, 1.3145887609883633, 1.2132313354203685, -0.23566379472263294, -1.524850600160578]","[0.3512590693497526, 0.7200480876000549, 2.1716965391158105, -0.8533778528634299, -0.8404672368804257, -1.1062324878835912, 0.7235196156558191, -1.1966889501050721, -1.1334131893262145, -0.1434421163765589, -0.677679198255723, -1.6694608795508348, 1.459512571949981, 0.47913097974372204, -1.310355975324663, 0.06161810933441688, -0.8640141349847072, -0.36270932896313507, 0.5202212927424105, -0.4694997291678604, -0.5180090485677236, -0.7909196911905269, 0.022129268711472902, 0.19996559797860983, 0.25819687781812684]","[-1.317920222533838, 0.6488086109412167, -0.2395050621883739, 0.6502949430553607, 0.6104391413236716, -0.22181822633851228, -1.7010908380652983, -1.0733781347405467, -0.274963791299141, -0.3345969091965303, -0.03154832993363987, -0.9111416143891361, -0.838429856173157, -0.08639744490908965, -1.0428734694792037, -1.7653618225968013, 0.08386949888471631, -1.2360762990887428, 0.1337213590103544, 0.24960234790244204, 0.4515431782411601, 0.9049944004618259, 0.11752662148383285, -1.972377442006177, -0.01972559088303684]","[-0.05740160842355156, 0.5637874903209628, 2.2082802496329825, -0.09023958262864225, -0.05085439671874371, -0.7840053998860521, -1.2207181561792226, -0.47049417549453626, -0.8273780171319767, -0.24224591352425898, -0.7243888910677296, 0.2877941567560297, -0.2326427758373299, -1.0606012763411239, 0.2976753522271799, 0.625167934347018, -0.1482159960492536, 0.2899021872167405, 0.9363386113110886, -1.1704841859071342, -0.5136033660756494, 0.23472576514367774, 0.5203316364282918, 0.019637232887066012, 0.677892695481838]","[0.8026600752890917, 0.803298670104826, -0.4985867714088542, -0.7158713608337748, 2.297671748059876, 0.7458442025191133, -0.05953581711397169, 0.4819358676909307, -0.3212475977532236, 0.6052376893461872, 1.1882172510256526, 1.4905970659234777, 0.18772690937896933, 1.054403396981027, -1.2709973377636354, -0.2145053276547535, 1.1002417838404561, 1.3895661662917016, -0.3140451905354225, -1.2719888058975615, 0.29859639157066414, -1.7188104011629253, 0.8162595069210218, 0.8556197087641686, -2.3269380069787475]","[-0.382185630173382, 1.370594751376834, -1.6176394387880977, 0.6429022011202249, -0.3986962527933007, -0.032147829457206595, -1.9111245740890541, -0.4896211108881348, 1.0516430249731181, -1.2637197309655113, 0.0702810087977888, -0.8672160001141019, -1.9849047486305182, -0.5766456795500582, -0.3602571069037325, -0.22691970879271153, -0.4360816196328107, -1.6569949384795748, -0.13021440523308647, -1.2250555000850538, -1.5872979979375867, 1.102182047169515, 0.5852519442192867, 0.570417471517493, -0.12241321385763734]","[1.002894793667251, 1.0452253039474815, 0.32991005278641683, 0.9909287063698122, -1.1515981243956, -0.8063432833866593, 0.6814772026786842, -1.186755240605047, 1.5132762553272945, 0.2565411698465105, 0.14433925616932436, 0.02685720075142641, -0.031201340483791643, -1.0851770089855959, -0.18564040579511673, -0.2217083112402583, 0.42980409727084523, -0.5902100533580139, 0.7463075834778, 0.7226497003891377, 0.9790666372919639, 0.39341145226554153, -2.3604818941203183, -0.9278239913586217, -0.9948828582417952]","[0.5957756874651767, 0.5290079516499078, 0.40781607189736985, 0.16746155006844954, -0.621307659411413, -2.3212657593768014, -0.18063028896972078, -0.5648843815578192, 0.9175531209685458, 0.38146649366453106, -0.2545794526160251, -2.5380078693076173, 0.469679416315, 1.0244733347602848, 0.5240474977448436, -0.525513619662433, 0.27293326272749957, -0.6219765369284999, -1.3798788330064395, -0.28010686338570434, -0.03724540747834364, -0.7470852601148014, -0.5859814454296469, -1.896025579254722, 0.0013395761546540837]","[0.3388301027466483, -1.2974286520108336, 1.1315516732483966, 0.21113058262238854, 0.934679436297705, 0.820184199053091, -0.2765301298690816, -1.3966976423459931, 1.7076576135333241, 0.33207797014272766, 0.44556693539781894, -1.5225663268292955, -0.02977125599716299, 0.14435811403705268, 0.9879948879493479, -1.3452259226263472, 0.9472281864479152, 1.4355256373252647, 0.4467135767305679, -0.9471833652169955, 0.026375186662463496, -0.3122893408144011, 0.6988338136193546, -0.795663997402111, -0.1806848651756335]","[0.7829646033959711, 0.8353999099409709, -0.8137185690075094, -0.13640269784126888, -1.6548109672364455, 0.11886506303140616, 2.705849812743154, -0.26283780595048534, -1.354662742437996, -0.5820237522786784, 0.043327813155970354, -2.3570421331314573, 0.05160437560460291, 0.18622077602639442, -1.9510823541101319, -0.7192243160815279, 0.08968758380412711, -0.4469312405916147, 1.4859155347696904, 1.0620328362492426, 0.5227815189022744, 0.42036505315291, 0.09157031051667788, -0.058430433784572265, 0.0779490197415463]","[0.6416884893490664, 1.1632124806696276, 0.11272551248637579, 0.8229319582191978, -0.375523684985912, 0.5329366472296263, -0.47266425194372313, 0.4382486136987448, -0.7036794429733636, 0.8704146311481673, 0.0752024050062563, -0.07278181567545962, 0.38407306451331885, -1.2286256517786747, -0.12821733212189315, 1.0039756045982546, 0.6603220366250268, 1.507677529336438, -1.5705446203782145, -0.7125870668227073, 0.43786570252888757, -1.6838516433641324, 1.4699934645300954, -0.2658256533070906, -0.2998697126739357]","[-0.3529191817642865, 0.5348728550911604, -0.5085531604933459, -0.5803986463437134, 1.596640622924606, -0.7403507381524317, 0.9512402060937444, -0.2315312545525077, -0.4456692564772226, -0.08124280360809204, -0.435331267460839, -0.17916400718866257, 1.0614072341048828, -1.4181270049805415, 0.16955445221167226, 0.6288260976693489, 1.775773144938223, 0.4036125027404029, -1.7366689787201874, 2.711513881483045, -0.5071934801228064, 0.2929731575895855, 0.05371814385197905, 0.597989432486952, 0.47938057845949567]","[0.09405130104619813, 0.819110375970085, 1.2273529361819373, -0.0003014490338229507, 0.36197465438688825, -0.8557815977155435, 0.9078841971606716, -0.9320799695099756, 0.3909050773386722, 0.691888733507657, -0.04237243190945227, 0.36810646261826974, 0.9770238221993194, 0.33170322300469607, -0.25501711300293584, 1.2291597200423645, -1.3535234702918977, -0.19230009451617872, 3.1419099656501563, -1.340199155298977, -0.4378762078202183, -0.8318688261684472, -0.4959399648831075, -1.8383496490453692, -0.2577523899662746]","[0.5932460610733008, 1.3208537768706403, 0.702370225133499, 0.0814219728790306, 0.37930470952385037, -1.0110829073806844, 0.16211220202441043, 0.04305398272958676, -0.5129089894551342, 0.4143786733202135, -0.5295823851321084, -1.5726378249496105, 2.169953587527322, -0.6796168750502394, -0.4137416878456762, 1.2214152162636072, -2.1310682244658303, -1.2345242897925996, 0.7950765968075179, -0.9462878678610841, 0.8127042096287973, -0.4950826493575292, -0.7029984786390455, -0.2340609555254267, -0.8426541508496012]","[-0.6288276104572535, 1.1925046679143572, -0.8103845452532256, 0.35754358485287785, 0.7494101637802655, -1.2932869586852507, 0.23591248472792437, 0.4569458844802571, 1.6792558931788026, 0.6629727593486247, 0.7487821622073583, -0.5857764695635997, -1.0317586238670766, 0.3462368549849741, 0.9788099728849206, 1.1621870566068289, 1.767993490325657, 0.22687740397260642, -1.5011955521626803, 1.1334779332912825, 0.213103448326706, -0.5630251481595167, 0.9547040033291123, -0.16424295816711457, -0.597195204623939]","[0.10187294907939208, -0.5710798542520156, 0.966852006580531, 0.24334395289663197, 1.0208130612822097, 1.8596706931585683, -0.48288957008633016, -0.21083087470371115, 1.0840734361009572, 2.2542953145938096, 1.2837514273839925, 0.5299308745109756, -0.6320991532924025, -1.1788579298259327, 0.23854050144130626, 1.5774704501214998, -0.2886950366488104, -0.12867871478889784, -0.9520289412772356, -1.1590079731372398, 0.8461494549843881, 2.0379283000765183, 0.75431923645889, -0.40301618949914675, 0.6911547712970191]"
"[-1.3259920387834878, -1.0243276521202611, 1.057149526302114, -0.07335234275171465, 0.27992515318650457, -1.2064476092387075, -1.4636628598594539, 0.7963612900243685, 0.8074784044739712, 0.35484425706495587, 1.4210842292580357, -0.7242939312535754, -0.9775642756351677, -0.9158234048001433, 0.3021787659978254, -1.691022633603239, 1.7490279151747947, -0.7551088005295201, -0.4795621012413623, -3.0911426845231884, -0.2329175146087613, -0.5037336116540653, 0.6774324550305494, -0.3829162441715092, -0.8725403900856665]","[0.6225114702129508, 0.7139015521355915, 1.1968219182323057, -0.169236652115635, -0.1887365403776666, -1.112014423588874, 0.8387073511557167, -1.1596237025933231, -0.41677407982009, -0.6619520930261036, 0.5463866340802764, 0.06508708329098514, -1.6386156605350672, -1.5103279523577302, -0.37698782341656595, -1.6373649957826726, -0.7608690136378706, 0.059417257897001405, 0.2575649999874982, -1.0099083741379835, 0.5213583418126889, -0.0697635995068715, 0.3673638816757427, 0.21457699496940333, -0.24645379737926446]","[1.1983556930857153, 0.5837262491102677, -0.24858592942732602, -0.40715586124290326, -0.11232789523660108, 0.03283528668888735, 0.8151410029681425, 0.2734807066358836, -0.5144458601565733, 0.09924342965257271, 0.20544502714156795, -1.7917233750664536, 0.22368330259615274, -0.6050087251982986, -0.5505463837462962, -0.1994757006790561, 1.321100311565937, 2.579732171053105, -1.0509478935009593, 0.7887865947222299, 0.9601927724789168, -1.09203942408376, -0.5766856697370244, 0.5382955243238355, -0.7407936346071093]","[0.2679037356434779, 0.8550288903822503, -1.686412845720921, -0.9712505974300357, 1.5994102386923403, -0.7198639286530918, -0.6660165872519214, -0.7191685185836666, 0.4615538295400336, -0.6749899040713929, -0.9862485881797394, 0.273698573029019, -0.5147453742589001, 0.4118201403468663, 1.597888733721611, 0.34128940436155214, 0.9031282688965363, -2.455093433974835, 0.7193352680731087, 0.3813039121771274, -0.05150066775093971, 0.9683087096118622, 0.1764375339839913, 0.4483895100201334, 0.15022116641619931]","[0.1262970502460174, 1.3215572663447777, -0.4038503865652592, 0.7687155347999214, 0.46820160334456257, 0.4912104370015081, -1.018482814675249, -0.18268398603613156, -0.47306185974209225, -0.6558061991675251, -0.978024839126275, -0.19974050535663027, 0.6130029896527622, -0.03409038756889925, -1.0387717459328079, 0.08093380633138528, 0.6672185672907923, -1.142796767826168, 0.032841881861570235, 1.0255113459034424, -0.18820580945856105, 0.18725202067523883, 0.15706806049641112, 1.289771092850529, 0.14830537956642395]","[-0.05146849550401324, -2.2441834496656723, 0.28912292799868905, -0.9953622402952862, 0.3365762234933537, -0.26707938687177485, -0.026360036816764864, -0.8315515309394705, -1.131356089421621, 0.25021833285701556, -0.5359500279646506, -0.20717148678948982, 1.0976583949270895, -1.2965797154507457, -0.2564884027594561, -0.25656597233509343, 0.2865457447746615, -0.14962791469430864, -0.42168809562288284, -0.19576803955360406, 1.1021259602629754, -0.6563394513875701, 0.3288479318196166, -0.7421341295579578, 0.9185099002643612]","[1.6728759613363164, 0.7265641390896593, -0.8551530237040204, 0.4416375220636063, 0.9295969429535922, -1.571188390796602, 0.12925048762337535, -0.8615006090285536, 0.9726354242127637, 0.6546892344213722, -1.9509223021005548, -1.0504380996133733, 1.2442865318492211, 0.22138403986138444, 0.11180393663572029, -0.2680315352209014, 0.30152516641095933, 1.0336761389483782, -0.058145287163527085, 1.118060145904725, -1.4058497979992306, -0.5935994774198241, -1.8487712328644845, -1.765405160709241, -0.9080686474656763]","[0.06014395093320327, -0.6762169391775316, 1.5107069869980354, 1.653352934723801, -1.1997701084215555, -0.734309893813777, -0.24963548258156468, -0.5015463106594278, -1.1264221577074522, -0.44260160458826375, 1.3122463978580943, 0.44967979554101906, -0.19049344350057593, -0.7611342673325726, 0.008598103395360192, 0.38267883352780285, 0.0059715812624755015, 0.2814044498573653, 0.16251880635968718, 1.0324101501587337, -0.39568835302311883, 0.5955781079562172, 1.1951575195555897, -1.821887382595596, -0.22696802572116512]","[-0.8159742662903675, -1.0680144581668076, 0.01736319636032048, -0.6033077673435455, 0.5297014189231938, 0.055543565482346326, -0.28668494301850045, -0.47916168769117096, 1.225046292989806, 0.5217295607002859, -1.3978845893544027, 0.18785471901139492, 0.31827444420071027, -1.3326707885635316, -0.5476884659895502, 0.7029788244706916, 1.565032496618455, -0.41510250915217367, -1.1580478442148843, 0.682365818597726, -1.648496689776727, -1.3418571317336556, -0.3076894637354543, -0.5481190121889753, -0.131819549813352]","[0.9454047679030544, -0.8190695713339643, 0.18978775337846168, 0.36598628015947854, 0.8152113790345792, -1.0697134203714724, -0.5837479769828494, 0.3966280255186571, -1.0324381424287288, 1.0623257495715355, 1.1251513858664592, 0.8094058469753461, 0.04499249408478423, -0.18118168571572843, -1.5958341532888882, 0.019201414763729642, -0.1086354926844718, 0.3036650399017592, -0.6218253912845834, -0.7402956102110022, -0.1548393588608118, -1.679560100976774, -0.8240045929946498, 2.7437963855126513, 0.004158970548407117]","[-1.9111337123348766, -0.6256485593023335, 0.27632711732814935, -1.7964384181956485, -1.3184366854604799, -1.5580413953839274, -1.249042252158628, 0.605552800610754, -0.955417884835858, -0.11696540051246174, -1.4710880210761577, 0.32212072991544755, -0.6254528709399719, -0.9563090802997598, -0.7958148295671715, -1.1539609061425045, -1.1378595342368116, -0.3710047028407401, 1.098260875954938, 0.7337455067475948, -0.06120168007484995, -1.4710727038628997, 1.446886361077986, 2.081334352691464, -1.6307343459883583]","[-1.8081542675344606, 1.4987211314861895, -0.229767200719545, 1.6114051697609872, -1.0248945087357277, -0.6550757500915763, -0.47831352929174004, -0.5681522032008762, 0.27454863368354726, -1.110778556364663, 0.3485856545503731, 1.304718141325464, -0.09598785167825083, 0.5858702607581114, 0.5537988093530889, -0.39802792160540496, 1.7043352874984528, -0.6743684112955206, -0.04686974569791334, 0.19470101198591772, -1.2601663941358396, -0.3012615065143256, 0.6691388820032047, -0.5346913404777646, 0.13434401268383206]","[1.0327813212239374, -0.729781301468606, -0.9240775168358745, -0.9151507531189157, 0.6776939192050335, -0.4943695277353861, -1.5705530550884268, 0.4176267882762016, 2.3067097375502184, 0.267591262171271, -0.15915030801069363, 0.8845116864090641, -0.8307602310609025, -0.40987622604267626, -0.7956341655186201, -0.1270848604447444, -1.1092946699972017, -2.1031696520251613, -0.6097604277733087, -0.172630058485093, -0.6373899198740506, -1.4129814169936716, -2.0721396178144516, 0.7165090497553711, -0.5503715297852873]","[2.5316308018842197, -0.5036021490802155, -0.32796821618983923, 0.2933615925346725, 0.4816407308217809, -0.6641101837174521, 1.0329157196188883, -0.3327233738889139, 2.277500135284081, -0.8906023214793324, 0.06905181517863909, 2.2508494570353816, -0.6808340876324858, 0.23446675959396487, 1.3521811490121, -0.9052249963395861, 1.2555713089787015, -1.3068478619048327, -0.17219582256523508, -0.22629527387076884, 0.05135096166792481, 1.7321468742200792, 0.020819278954598064, 1.7189798399687026, -1.1059328387275238]","[-0.48014324986307066, 0.5889359191358049, 1.1848198797111837, 0.09662528735376982, -0.08011564542247178, 1.96984026232026, 0.16493322550661746, -0.8433386607438628, 0.9411828223064805, -0.6792405003664419, 1.4717677043937116, -0.9603189408255524, -2.647485968020076, 0.10833842004817115, -0.4213511602203553, 0.3902163417017704, -1.103126979856347, -1.5957197587751895, 0.06159260904208338, 0.5682007429469623, 0.4566203459139397, -0.6060267498340329, -0.05907479661971296, -0.4747135935075084, 0.9205470890054523]","[-0.7886197416800863, 1.2115961877450825, 0.881754944315753, -0.5392005523525415, 1.02117954984627, -1.0713135979889, -0.09086380731185613, -0.5765518633240574, 0.988095721303867, 0.4643605894190914, -2.375788415323287, -1.4484345413066946, -1.3868031997353405, 0.3526078121520094, 1.0334137059003137, 1.334545500174657, 0.4195280646854245, -0.7016165326687238, -0.03180109439457919, 0.25569782034729627, 0.27068246795444045, 0.10681432210587773, -0.11664408503745635, -0.9353602297610036, 0.17336579647406056]","[0.7127860444960629, -0.4975621065249294, -0.11538157946588115, 1.4989984121439743, -0.1367773676244473, -1.590596719605849, -2.5126351944776357, 0.3577670991525438, 0.7886454300857073, -0.26788944971188744, 0.8501162901749543, 0.44482073971586505, 0.899128793219166, -0.29611679674777347, -0.2990324274442974, -1.3331920726611335, 1.4583533843963976, 0.7863444496109981, 1.3742761697165018, -0.373461442620801, -2.2214322187520965, -0.027246874728763613, -0.9080550753205867, -0.9469919618867704, 0.6878602960048212]","[-0.10673642881367972, -0.03647522530152521, -0.7521589901297175, -0.5510868402767793, 1.4121458067155104, 0.06035424716897723, -1.176127097317163, -0.2040528652860103, -0.9845937494941, -1.284882152151372, 0.8531755342092623, 0.28974486834895424, 0.31658937653679886, 0.31028209550515073, -0.30394494740098454, -1.0265684038875633, 0.8466997676357582, 1.6430104371236793, -0.815827642453608, -0.4306472362023311, -1.5382706047617873, 1.2199697685372268, -0.46577937947153186, -0.3397710826785504, 0.17415041119004537]","[1.859190775471456, 1.8132355683601702, 0.6607465013056201, 0.9914629573939507, -0.9362728392293921, 1.4688971363197456, 0.9077543983353044, -1.075407119246514, -1.095711256276666, -0.09175311391911377, 1.515773614491223, 1.6178263025190955, 0.33299527740359697, 0.2513192698027141, 0.9745988081941538, 1.3775439361153587, -0.20679477857162903, 0.5264758475789377, 0.5033525940399544, 0.34889556335281985, -0.0927116147891815, 0.2274810187012305, -1.9466318780565746, 0.847890536700818, 1.102720210732689]","[0.5879484738238699, -1.2055450520856796, 1.7796764483703982, -0.8651160647236019, 1.8430543238688033, 0.5599344615608599, 0.5816889930627482, -1.3485683047544081, 0.3089429626212173, 0.35139606859790296, -0.12266055656523916, -0.011069613752197862, -1.4456781230208344, -1.198716289534382, -0.4548103748769925, -1.2820816576910241, -0.29303907892055053, -0.2474967328577641, -1.4583531130888399, 1.3652253195732993, 0.3796850344954768, -0.2518794934148225, -1.3787023600611341, 0.777510839440804, 0.6456221793867424]","[1.242432435419055, 1.2853252829127233, -1.393979454287031, -0.55676397491642, 1.1837340213294312, 0.3295449154719993, 1.3129679104785879, -1.8073578391523155, 1.2765008800302755, -0.20321935464422491, -0.541580530031505, -0.19298874784576162, 1.4654420078927826, -1.0461894754289207, -0.14159027537735386, 0.5112122916300276, 0.5312119041469147, -1.3288658557568382, 0.07793954073262413, 0.4508501787714537, 0.6165641955168898, -0.16028409428244061, 0.8042293962698139, -1.7862401103826988, -1.9341851649010389]","[-0.9293547730777934, -0.09337250128903095, -0.44990075960685644, -0.9781424331279139, 1.3570898547422345, -0.9106924135466459, 1.154949407698162, 0.053975293928214825, -0.7916503324588424, -0.9565472276163659, 1.0076975340336334, 0.463995278350484, 0.8810653335491968, 0.5241293650391866, -1.0934081539071823, 0.8899333143869468, -0.05450978467586036, 0.06094695388857462, -1.9938785764076437, 0.9288776819915671, 0.14052539296526478, 0.6194441947824295, -0.46646485855046055, -0.4574616249044529, 0.8734956819168999]","[0.18584887952150492, -0.08901841450523765, 0.3295876103427361, 0.6013991952818085, -1.1950119239092798, -0.4406097871178043, 0.05687530988708514, 0.7729629876169477, -1.6074105619655013, -0.18438223433562462, 0.7811854071122973, -0.7318125148580121, -0.8346669870940883, 0.32435817447607207, 0.4858309360047831, -0.20943631461245668, -1.237068069783459, -1.0738089487280174, -1.5452357760500626, 0.4517491104200086, -1.0053519811099552, 1.3732623237491786, 1.6824466010652217, -0.8049840669666728, 0.2849144915128204]","[-1.3701697244986133, -0.6455665369242063, -1.0580227190842721, 0.2468353714688308, 0.6532372553012042, 0.16802510720362154, -0.12076066095989557, -0.05622432305494088, 0.5423297861554376, -0.37717434384973547, 1.1740779093979274, -0.10701769694780981, 0.38102079368233227, 0.8535974506423474, -0.6990552811404679, -0.24184479447388366, 0.011096178328634286, 1.2496698058725537, -1.3314365022178427, 0.4238828635631804, 0.37163128277995516, -0.7822284599540517, 0.3441102225733852, -0.5441473810212922, 0.31031266501184535]","[-0.21644397470812957, 0.6292831990930654, -0.7047258343663858, 0.34752832509694853, -0.013278793546898725, -1.2378300785685292, -0.4669642351118221, -0.13901699324481828, -0.012737541018939934, 0.17274366705123956, -0.8752791445770121, -0.126770317198184, -1.0438342267987897, 0.44891666337976005, 1.078885869993406, -0.9889870459824688, 0.6013713087753751, -1.2268943795329932, 1.0120168436791241, -1.0480464981361948, -0.2979787867373304, -0.25711342984934327, 0.8304167651214034, 0.1310375304930528, -0.692915034827644]"
